parcel_id,origin,destination,dest_node,size_class,request_time,urgency,peak_multiplier,hour
553,Centrum,Centrum,9209514647,A,485,normal,1.8,8
2594,Blixembosch,Meerhoven,3925985397,A,486,normal,1.8,8
3482,Meerhoven,Blixembosch,2763956477,A,486,high,1.8,8
594,Centrum,Centrum,2912751875,B,486,high,1.8,8
741,Centrum,Centrum,42621145,A,486,high,1.8,8
3017,Meerhoven,Meerhoven,1530910768,A,486,high,1.8,8
3147,Meerhoven,Meerhoven,4093647311,A,487,normal,1.8,8
692,Centrum,Centrum,4686541208,A,487,high,1.8,8
364,Centrum,Centrum,42604954,A,487,high,1.8,8
3470,Meerhoven,Blixembosch,42776636,A,487,high,1.8,8
1988,Blixembosch,Blixembosch,4864108980,B,487,normal,1.8,8
963,Centrum,Centrum,5912888841,A,488,normal,1.8,8
1046,Centrum,Centrum,6952286819,A,488,high,1.8,8
1161,Centrum,Blixembosch,42776429,A,488,normal,1.8,8
1922,Blixembosch,Blixembosch,42781750,B,488,high,1.8,8
2616,Blixembosch,Centrum,1886079698,A,488,high,1.8,8
3466,Meerhoven,Centrum,7347144615,A,488,normal,1.8,8
2543,Blixembosch,Meerhoven,6294568317,A,488,normal,1.8,8
748,Centrum,Centrum,3570174260,A,488,normal,1.8,8
2942,Meerhoven,Meerhoven,2305493848,A,488,normal,1.8,8
2320,Blixembosch,Blixembosch,33065756,A,488,high,1.8,8
1974,Blixembosch,Blixembosch,42775205,A,488,high,1.8,8
636,Centrum,Centrum,10252954533,A,489,normal,1.8,8
2485,Blixembosch,Blixembosch,11067720973,A,489,normal,1.8,8
2565,Blixembosch,Meerhoven,423933250,B,489,normal,1.8,8
3487,Meerhoven,Centrum,42619587,A,489,high,1.8,8
1444,Centrum,Meerhoven,12556906079,A,489,normal,1.8,8
775,Centrum,Centrum,268515854,A,489,normal,1.8,8
1107,Centrum,Centrum,42606905,A,489,normal,1.8,8
1770,Blixembosch,Blixembosch,42773158,B,490,high,1.8,8
843,Centrum,Centrum,1931472138,A,490,normal,1.8,8
184,Centrum,Centrum,262454105,A,490,normal,1.8,8
3536,External,Meerhoven,4341458060,A,490,normal,1.8,8
362,Centrum,Centrum,12032936774,A,490,high,1.8,8
2035,Blixembosch,Blixembosch,42775205,B,490,normal,1.8,8
2852,External,Blixembosch,274711220,A,491,high,1.8,8
2740,Blixembosch,Centrum,1931472138,A,491,high,1.8,8
2128,Blixembosch,Blixembosch,4864108973,A,491,high,1.8,8
611,Centrum,Centrum,42622249,A,491,high,1.8,8
606,Centrum,Centrum,6952286819,A,491,normal,1.8,8
1860,Blixembosch,Blixembosch,4864108986,A,491,normal,1.8,8
689,Centrum,Centrum,6841066728,A,491,high,1.8,8
710,Centrum,Centrum,2912751884,A,491,normal,1.8,8
3292,Meerhoven,Meerhoven,6712429507,A,491,high,1.8,8
3335,Meerhoven,Meerhoven,405771142,A,492,high,1.8,8
3056,Meerhoven,Meerhoven,1387915591,B,492,high,1.8,8
3033,Meerhoven,Meerhoven,4093647312,A,492,normal,1.8,8
1986,Blixembosch,Blixembosch,2763956477,B,492,high,1.8,8
3554,External,Meerhoven,11425682982,A,492,high,1.8,8
186,Centrum,Centrum,660852953,A,492,high,1.8,8
119,Centrum,Centrum,12819683846,A,492,normal,1.8,8
2663,Blixembosch,Centrum,10129728494,A,492,high,1.8,8
857,Centrum,Centrum,6575328711,A,492,high,1.8,8
2012,Blixembosch,Blixembosch,42776110,A,492,normal,1.8,8
3041,Meerhoven,Meerhoven,403876820,A,492,normal,1.8,8
348,Centrum,Centrum,12032936831,A,493,normal,1.8,8
2855,External,Blixembosch,10659597098,A,493,normal,1.8,8
2092,Blixembosch,Blixembosch,42774634,B,493,normal,1.8,8
1848,Blixembosch,Blixembosch,42782053,B,493,high,1.8,8
1248,Centrum,Blixembosch,4864108975,A,494,high,1.8,8
2459,Blixembosch,Blixembosch,42776429,B,494,normal,1.8,8
1726,Blixembosch,Blixembosch,42767643,A,494,high,1.8,8
2421,Blixembosch,Blixembosch,42775205,A,494,high,1.8,8
3344,Meerhoven,Meerhoven,403875842,A,494,high,1.8,8
2283,Blixembosch,Blixembosch,4864108986,A,495,normal,1.8,8
2733,Blixembosch,Meerhoven,11425682980,B,495,normal,1.8,8
1911,Blixembosch,Blixembosch,4864108973,A,495,normal,1.8,8
1117,Centrum,Centrum,312790029,B,495,normal,1.8,8
3283,Meerhoven,Meerhoven,403875842,A,495,normal,1.8,8
2460,Blixembosch,Blixembosch,42773566,A,495,normal,1.8,8
2947,Meerhoven,Meerhoven,423933258,A,495,normal,1.8,8
883,Centrum,Centrum,2916513480,A,496,high,1.8,8
1857,Blixembosch,Blixembosch,2749903065,B,496,high,1.8,8
302,Centrum,Centrum,10170056371,A,496,normal,1.8,8
2856,External,Blixembosch,42776636,A,496,high,1.8,8
1096,Centrum,Centrum,9112896287,A,496,high,1.8,8
2393,Blixembosch,Blixembosch,42774634,A,496,normal,1.8,8
3205,Meerhoven,Meerhoven,6294568317,A,496,normal,1.8,8
651,Centrum,Centrum,42616158,A,496,normal,1.8,8
1670,Blixembosch,Blixembosch,42775205,A,496,high,1.8,8
2362,Blixembosch,Blixembosch,2763956477,A,497,normal,1.8,8
2968,Meerhoven,Meerhoven,6001202653,A,497,normal,1.8,8
715,Centrum,Centrum,11809624407,A,498,high,1.8,8
2071,Blixembosch,Blixembosch,42783856,A,498,normal,1.8,8
1781,Blixembosch,Blixembosch,42776636,B,498,high,1.8,8
267,Centrum,Centrum,42612973,B,498,normal,1.8,8
1970,Blixembosch,Blixembosch,2739556567,A,498,high,1.8,8
2172,Blixembosch,Blixembosch,274551194,B,498,normal,1.8,8
806,Centrum,Centrum,42603898,B,499,normal,1.8,8
62,Centrum,Centrum,12819683846,A,499,high,1.8,8
251,Centrum,Centrum,312790036,A,499,high,1.8,8
2124,Blixembosch,Blixembosch,33065756,A,499,high,1.8,8
2646,Blixembosch,Meerhoven,1380741965,B,499,high,1.8,8
153,Centrum,Centrum,1886079698,A,499,normal,1.8,8
1685,Blixembosch,Blixembosch,4864108985,A,499,normal,1.8,8
1210,Centrum,Meerhoven,6294568317,A,499,normal,1.8,8
3222,Meerhoven,Meerhoven,6294568317,A,499,high,1.8,8
3561,External,Meerhoven,9696073564,A,500,high,1.8,8
1955,Blixembosch,Blixembosch,42775639,A,500,high,1.8,8
34,Centrum,Centrum,1270849063,A,500,high,1.8,8
1122,Centrum,Centrum,943637972,A,500,high,1.8,8
1495,External,Centrum,6797557997,A,500,normal,1.8,8
1036,Centrum,Centrum,12032936841,A,500,high,1.8,8
415,Centrum,Centrum,2916513480,A,500,normal,1.8,8
2714,Blixembosch,Meerhoven,1332035621,B,500,normal,1.8,8
716,Centrum,Centrum,268515826,B,500,normal,1.8,8
1629,Blixembosch,Blixembosch,42775639,A,501,high,1.8,8
269,Centrum,Centrum,12032936842,B,501,high,1.8,8
2165,Blixembosch,Blixembosch,42774634,A,501,high,1.8,8
2129,Blixembosch,Blixembosch,42780938,A,501,high,1.8,8
1112,Centrum,Centrum,262454090,A,501,high,1.8,8
428,Centrum,Centrum,312790046,A,501,high,1.8,8
236,Centrum,Centrum,10298392769,B,501,normal,1.8,8
1086,Centrum,Centrum,42623928,A,502,high,1.8,8
3446,Meerhoven,Centrum,262454093,A,502,normal,1.8,8
975,Centrum,Centrum,12819683846,A,502,high,1.8,8
2186,Blixembosch,Blixembosch,33065756,A,502,normal,1.8,8
3494,Meerhoven,Centrum,10304438694,A,503,normal,1.8,8
3069,Meerhoven,Meerhoven,6001202641,A,503,high,1.8,8
2749,External,Blixembosch,4864108973,A,503,normal,1.8,8
3015,Meerhoven,Meerhoven,6001202641,A,503,normal,1.8,8
2628,Blixembosch,Centrum,42626354,A,503,high,1.8,8
2819,External,Blixembosch,42783689,B,504,normal,1.8,8
1139,Centrum,Meerhoven,6001202639,B,504,normal,1.8,8
336,Centrum,Centrum,42625067,A,504,high,1.8,8
928,Centrum,Centrum,1265940938,A,504,high,1.8,8
959,Centrum,Centrum,10304438697,B,504,normal,1.8,8
359,Centrum,Centrum,42624230,A,504,high,1.8,8
2795,External,Blixembosch,42783856,B,504,normal,1.8,8
980,Centrum,Centrum,312790010,B,504,high,1.8,8
445,Centrum,Centrum,1272796377,A,504,high,1.8,8
1372,Centrum,Blixembosch,274711965,A,505,high,1.8,8
1320,Centrum,Blixembosch,42780572,A,505,normal,1.8,8
297,Centrum,Centrum,2912751884,A,505,normal,1.8,8
1126,Centrum,Centrum,2912751884,B,505,high,1.8,8
106,Centrum,Centrum,268515893,A,506,high,1.8,8
417,Centrum,Centrum,520322687,A,506,high,1.8,8
2591,Blixembosch,Centrum,42617633,A,506,normal,1.8,8
298,Centrum,Centrum,8903542030,A,506,high,1.8,8
1203,Centrum,Blixembosch,42776636,A,506,normal,1.8,8
847,Centrum,Centrum,619930395,B,506,normal,1.8,8
1844,Blixembosch,Blixembosch,4864108975,A,506,high,1.8,8
2902,Meerhoven,Meerhoven,6001202653,A,507,normal,1.8,8
1765,Blixembosch,Blixembosch,42775205,A,507,high,1.8,8
1584,External,Centrum,1931472138,B,507,high,1.8,8
1609,External,Centrum,10298392769,B,507,normal,1.8,8
1683,Blixembosch,Blixembosch,42777061,A,507,normal,1.8,8
556,Centrum,Centrum,42621145,A,508,normal,1.8,8
161,Centrum,Centrum,11425558398,A,508,normal,1.8,8
3541,External,Meerhoven,403876951,B,508,normal,1.8,8
1220,Centrum,Meerhoven,919369126,A,509,high,1.8,8
170,Centrum,Centrum,42626354,A,509,normal,1.8,8
2146,Blixembosch,Blixembosch,42782911,A,509,high,1.8,8
3424,Meerhoven,Centrum,11809651400,A,509,high,1.8,8
2102,Blixembosch,Blixembosch,42782911,A,509,high,1.8,8
2524,Blixembosch,Centrum,1931472156,A,509,high,1.8,8
735,Centrum,Centrum,11809624401,A,510,high,1.8,8
753,Centrum,Centrum,42606905,A,510,normal,1.8,8
3262,Meerhoven,Meerhoven,5628622584,B,510,normal,1.8,8
1888,Blixembosch,Blixembosch,42778952,A,510,normal,1.8,8
1196,Centrum,Meerhoven,5628624241,A,510,normal,1.8,8
3340,Meerhoven,Meerhoven,423933245,A,510,high,1.8,8
128,Centrum,Centrum,10129728481,A,510,high,1.8,8
2625,Blixembosch,Meerhoven,409019337,A,510,high,1.8,8
2406,Blixembosch,Blixembosch,42775205,A,510,high,1.8,8
1485,External,Centrum,262454105,A,510,normal,1.8,8
3440,Meerhoven,Centrum,42604954,B,510,normal,1.8,8
3114,Meerhoven,Meerhoven,42628404,A,511,high,1.8,8
527,Centrum,Centrum,12871697064,A,511,high,1.8,8
3117,Meerhoven,Meerhoven,403878587,B,511,high,1.8,8
3543,External,Meerhoven,1380741965,A,511,high,1.8,8
616,Centrum,Centrum,42620070,A,512,normal,1.8,8
838,Centrum,Centrum,11425558396,A,512,high,1.8,8
1043,Centrum,Centrum,61101646,A,512,high,1.8,8
548,Centrum,Centrum,569930562,A,512,normal,1.8,8
2576,Blixembosch,Meerhoven,9764536215,A,512,high,1.8,8
3277,Meerhoven,Meerhoven,8691493586,A,512,normal,1.8,8
1510,External,Centrum,12032936833,A,512,high,1.8,8
1831,Blixembosch,Blixembosch,42780938,B,512,high,1.8,8
1264,Centrum,Blixembosch,42777467,B,512,high,1.8,8
1926,Blixembosch,Blixembosch,42782911,A,512,high,1.8,8
2706,Blixembosch,Meerhoven,5210477073,A,512,high,1.8,8
508,Centrum,Centrum,12819683862,B,513,normal,1.8,8
1136,Centrum,Blixembosch,4864108975,A,513,normal,1.8,8
1648,Blixembosch,Blixembosch,42774634,B,513,normal,1.8,8
3467,Meerhoven,Blixembosch,4864108973,A,513,high,1.8,8
1295,Centrum,Meerhoven,1387915591,A,513,high,1.8,8
2327,Blixembosch,Blixembosch,42775639,B,513,high,1.8,8
650,Centrum,Centrum,1271057023,A,513,normal,1.8,8
1930,Blixembosch,Blixembosch,42773158,A,513,high,1.8,8
3062,Meerhoven,Meerhoven,6001202647,B,513,high,1.8,8
2411,Blixembosch,Blixembosch,4864108975,B,513,normal,1.8,8
2197,Blixembosch,Blixembosch,42777061,A,513,normal,1.8,8
1840,Blixembosch,Blixembosch,42782911,A,513,normal,1.8,8
368,Centrum,Centrum,1931472216,A,513,high,1.8,8
60,Centrum,Centrum,1931472202,A,514,high,1.8,8
338,Centrum,Centrum,42609482,A,514,normal,1.8,8
333,Centrum,Centrum,652808540,A,514,high,1.8,8
307,Centrum,Centrum,42627534,A,514,high,1.8,8
1470,External,Centrum,7347144615,A,514,normal,1.8,8
459,Centrum,Centrum,1931472277,B,514,normal,1.8,8
3514,External,Meerhoven,4093647311,A,514,normal,1.8,8
2948,Meerhoven,Meerhoven,8691526653,A,514,high,1.8,8
733,Centrum,Centrum,1931472216,B,514,normal,1.8,8
3108,Meerhoven,Meerhoven,4338380734,A,514,high,1.8,8
1906,Blixembosch,Blixembosch,42764780,B,514,high,1.8,8
3253,Meerhoven,Meerhoven,42626968,B,514,high,1.8,8
3372,Meerhoven,Blixembosch,42778952,A,515,normal,1.8,8
2482,Blixembosch,Blixembosch,42771346,A,515,high,1.8,8
1624,Blixembosch,Blixembosch,42781494,A,515,high,1.8,8
581,Centrum,Centrum,268515854,A,515,normal,1.8,8
2776,External,Blixembosch,42777061,B,515,high,1.8,8
3342,Meerhoven,Meerhoven,1969225556,A,515,normal,1.8,8
1325,Centrum,Blixembosch,4864108975,A,515,high,1.8,8
930,Centrum,Centrum,9112896287,A,515,normal,1.8,8
3137,Meerhoven,Meerhoven,6001202641,A,515,high,1.8,8
1754,Blixembosch,Blixembosch,4864108985,A,515,normal,1.8,8
3316,Meerhoven,Meerhoven,6294568317,A,516,normal,1.8,8
3528,External,Meerhoven,6001202639,A,516,normal,1.8,8
1677,Blixembosch,Blixembosch,42778952,A,516,normal,1.8,8
3291,Meerhoven,Meerhoven,423933250,A,516,high,1.8,8
2618,Blixembosch,Centrum,1931472202,A,516,high,1.8,8
2582,Blixembosch,Centrum,42613378,A,516,high,1.8,8
547,Centrum,Centrum,1271057023,A,516,high,1.8,8
546,Centrum,Centrum,1271057021,A,516,normal,1.8,8
2541,Blixembosch,Centrum,42612973,A,516,normal,1.8,8
3403,Meerhoven,Centrum,10304438694,A,516,normal,1.8,8
1184,Centrum,Meerhoven,9696073564,B,516,high,1.8,8
1201,Centrum,Blixembosch,42781494,A,517,normal,1.8,8
402,Centrum,Centrum,1931472216,A,517,normal,1.8,8
72,Centrum,Centrum,5912896156,A,517,high,1.8,8
2114,Blixembosch,Blixembosch,42771346,A,517,high,1.8,8
836,Centrum,Centrum,42604954,A,517,high,1.8,8
1051,Centrum,Centrum,42607514,A,517,normal,1.8,8
3349,Meerhoven,Meerhoven,937797700,A,517,high,1.8,8
1002,Centrum,Centrum,42620070,A,517,high,1.8,8
2693,Blixembosch,Meerhoven,4338380734,A,518,normal,1.8,8
3280,Meerhoven,Meerhoven,7503441065,A,518,high,1.8,8
2677,Blixembosch,Meerhoven,42621866,A,518,normal,1.8,8
2789,External,Blixembosch,11067720962,A,518,high,1.8,8
25,Centrum,Centrum,42608177,A,518,high,1.8,8
1108,Centrum,Centrum,12819683862,B,518,normal,1.8,8
2858,External,Blixembosch,42773158,B,518,normal,1.8,8
2944,Meerhoven,Meerhoven,1530910768,A,518,high,1.8,8
1874,Blixembosch,Blixembosch,42781750,B,518,normal,1.8,8
3489,Meerhoven,Blixembosch,2749903065,B,518,normal,1.8,8
3163,Meerhoven,Meerhoven,1530910736,A,518,normal,1.8,8
466,Centrum,Centrum,10298392781,A,518,high,1.8,8
211,Centrum,Centrum,11425558398,A,519,high,1.8,8
3285,Meerhoven,Meerhoven,2305493852,A,519,high,1.8,8
563,Centrum,Centrum,10284277655,A,519,high,1.8,8
241,Centrum,Centrum,42623928,A,519,high,1.8,8
1884,Blixembosch,Blixembosch,42782911,A,519,normal,1.8,8
1137,Centrum,Meerhoven,1530910736,B,519,high,1.8,8
2110,Blixembosch,Blixembosch,42780938,A,519,high,1.8,8
1829,Blixembosch,Blixembosch,42776110,A,519,high,1.8,8
2436,Blixembosch,Blixembosch,274711220,A,519,normal,1.8,8
2869,Meerhoven,Meerhoven,409019323,A,519,normal,1.8,8
12,Centrum,Centrum,11809651404,A,519,normal,1.8,8
1216,Centrum,Meerhoven,9696073561,A,519,high,1.8,8
922,Centrum,Centrum,268820483,A,519,normal,1.8,8
1326,Centrum,Meerhoven,42624054,A,519,high,1.8,8
1511,External,Centrum,2916513480,A,519,normal,1.8,8
1502,External,Centrum,1265960162,A,519,normal,1.8,8
3072,Meerhoven,Meerhoven,1530910794,B,520,normal,1.8,8
1092,Centrum,Centrum,10129728496,A,520,high,1.8,8
3183,Meerhoven,Meerhoven,4093647316,A,520,normal,1.8,8
2271,Blixembosch,Blixembosch,42777061,A,520,high,1.8,8
983,Centrum,Centrum,42604954,A,520,high,1.8,8
243,Centrum,Centrum,6841066728,A,520,normal,1.8,8
3177,Meerhoven,Meerhoven,403878587,A,520,high,1.8,8
1554,External,Centrum,6841066728,A,520,normal,1.8,8
1935,Blixembosch,Blixembosch,42781750,A,520,normal,1.8,8
1499,External,Centrum,10298392781,B,520,normal,1.8,8
3583,External,Meerhoven,6712429507,A,520,high,1.8,8
2681,Blixembosch,Centrum,42610635,A,520,high,1.8,8
3397,Meerhoven,Centrum,2701059928,A,521,high,1.8,8
73,Centrum,Centrum,1634503054,A,521,high,1.8,8
1239,Centrum,Blixembosch,11067720962,A,521,high,1.8,8
1079,Centrum,Centrum,652808601,B,521,high,1.8,8
458,Centrum,Centrum,2912751884,A,521,normal,1.8,8
409,Centrum,Centrum,42625385,B,521,normal,1.8,8
1416,Centrum,Blixembosch,11067720973,A,521,high,1.8,8
3112,Meerhoven,Meerhoven,6001202638,A,521,normal,1.8,8
2605,Blixembosch,Meerhoven,423933250,A,521,high,1.8,8
2404,Blixembosch,Blixembosch,4864108985,A,521,high,1.8,8
3407,Meerhoven,Centrum,520322672,A,522,normal,1.8,8
335,Centrum,Centrum,12032936786,B,522,high,1.8,8
2456,Blixembosch,Blixembosch,42781494,A,522,high,1.8,8
788,Centrum,Centrum,42627534,A,522,normal,1.8,8
531,Centrum,Centrum,12032936774,A,522,normal,1.8,8
329,Centrum,Centrum,652808553,A,522,high,1.8,8
2036,Blixembosch,Blixembosch,11067720962,A,522,high,1.8,8
3024,Meerhoven,Meerhoven,423933239,A,522,high,1.8,8
2807,External,Blixembosch,274711220,B,522,normal,1.8,8
1218,Centrum,Blixembosch,42781750,A,523,high,1.8,8
1570,External,Centrum,11425558396,A,523,high,1.8,8
1907,Blixembosch,Blixembosch,42775639,A,523,high,1.8,8
795,Centrum,Centrum,42625385,A,523,high,1.8,8
774,Centrum,Centrum,6952286819,A,523,high,1.8,8
526,Centrum,Centrum,11809651401,A,523,high,1.8,8
2032,Blixembosch,Blixembosch,42776429,A,523,high,1.8,8
107,Centrum,Centrum,10129728496,A,523,high,1.8,8
1407,Centrum,Blixembosch,2749903065,A,523,high,1.8,8
663,Centrum,Centrum,9628866981,A,523,high,1.8,8
3503,Meerhoven,Blixembosch,4864108986,A,523,high,1.8,8
1341,Centrum,Meerhoven,7416616694,A,524,high,1.8,8
3347,Meerhoven,Meerhoven,42621866,A,524,normal,1.8,8
1715,Blixembosch,Blixembosch,42777467,A,524,normal,1.8,8
1291,Centrum,Meerhoven,4341458060,B,524,high,1.8,8
3443,Meerhoven,Centrum,2612950234,A,524,high,1.8,8
3404,Meerhoven,Centrum,569911333,A,524,high,1.8,8
3369,Meerhoven,Blixembosch,42772959,A,524,high,1.8,8
314,Centrum,Centrum,42621145,A,524,high,1.8,8
2008,Blixembosch,Blixembosch,42775205,A,524,high,1.8,8
2205,Blixembosch,Blixembosch,42775639,A,524,high,1.8,8
30,Centrum,Centrum,1931472216,A,524,normal,1.8,8
2336,Blixembosch,Blixembosch,42776636,B,524,normal,1.8,8
452,Centrum,Centrum,12068772420,A,524,high,1.8,8
582,Centrum,Centrum,42619347,A,524,normal,1.8,8
3211,Meerhoven,Meerhoven,42631690,A,524,high,1.8,8
1940,Blixembosch,Blixembosch,42782911,B,524,normal,1.8,8
873,Centrum,Centrum,262454090,A,525,normal,1.8,8
507,Centrum,Centrum,11809624406,B,525,normal,1.8,8
1192,Centrum,Blixembosch,42773158,A,525,high,1.8,8
1949,Blixembosch,Blixembosch,4864108975,A,525,normal,1.8,8
2211,Blixembosch,Blixembosch,42778952,A,525,high,1.8,8
1960,Blixembosch,Blixembosch,42773566,A,525,high,1.8,8
1643,Blixembosch,Blixembosch,4864108986,A,525,high,1.8,8
3059,Meerhoven,Meerhoven,12507134048,A,526,normal,1.8,8
2626,Blixembosch,Meerhoven,12556906073,A,526,normal,1.8,8
1646,Blixembosch,Blixembosch,274711965,A,526,normal,1.8,8
1695,Blixembosch,Blixembosch,2739556567,B,526,high,1.8,8
1152,Centrum,Blixembosch,42773158,B,526,high,1.8,8
2041,Blixembosch,Blixembosch,11067720962,A,526,high,1.8,8
2419,Blixembosch,Blixembosch,4864108986,A,526,normal,1.8,8
1138,Centrum,Blixembosch,11067720962,A,526,high,1.8,8
2105,Blixembosch,Blixembosch,42777467,A,526,normal,1.8,8
1106,Centrum,Centrum,12819683858,A,526,high,1.8,8
2140,Blixembosch,Blixembosch,4864108973,B,526,normal,1.8,8
555,Centrum,Centrum,12032936841,A,526,normal,1.8,8
2504,Blixembosch,Centrum,12819683846,A,527,high,1.8,8
1982,Blixembosch,Blixembosch,4864108973,A,527,normal,1.8,8
2978,Meerhoven,Meerhoven,11425682982,A,527,normal,1.8,8
1213,Centrum,Meerhoven,6001202641,A,527,high,1.8,8
1153,Centrum,Meerhoven,42624054,A,527,high,1.8,8
3574,External,Meerhoven,6294568317,A,527,high,1.8,8
792,Centrum,Centrum,5228955101,A,527,high,1.8,8
1805,Blixembosch,Blixembosch,274711965,A,527,high,1.8,8
3416,Meerhoven,Blixembosch,4864108975,A,527,high,1.8,8
3542,External,Meerhoven,9696073556,A,527,normal,1.8,8
2519,Blixembosch,Meerhoven,5628622604,A,527,normal,1.8,8
2503,Blixembosch,Centrum,264762409,B,527,high,1.8,8
1672,Blixembosch,Blixembosch,42775639,A,527,normal,1.8,8
2326,Blixembosch,Blixembosch,42783689,A,527,high,1.8,8
1583,External,Centrum,42616158,A,527,high,1.8,8
2941,Meerhoven,Meerhoven,2380149708,A,527,high,1.8,8
1892,Blixembosch,Blixembosch,42767643,A,527,high,1.8,8
3271,Meerhoven,Meerhoven,937797700,A,528,high,1.8,8
1472,External,Centrum,1271057023,A,528,normal,1.8,8
3502,Meerhoven,Blixembosch,42780572,A,528,normal,1.8,8
1589,External,Centrum,262454105,A,528,high,1.8,8
879,Centrum,Centrum,7217152849,A,528,high,1.8,8
2136,Blixembosch,Blixembosch,42776636,A,528,high,1.8,8
3190,Meerhoven,Meerhoven,409019456,A,528,normal,1.8,8
723,Centrum,Centrum,2916513483,B,528,high,1.8,8
514,Centrum,Centrum,1886956457,A,528,high,1.8,8
227,Centrum,Centrum,268515859,A,528,high,1.8,8
279,Centrum,Centrum,268515826,A,528,high,1.8,8
2841,External,Blixembosch,42777467,B,528,normal,1.8,8
638,Centrum,Centrum,12032936831,A,529,high,1.8,8
924,Centrum,Centrum,12819683862,A,529,high,1.8,8
2787,External,Blixembosch,42780572,A,529,normal,1.8,8
