parcel_id,origin,destination,dest_node,size_class,request_time,urgency,peak_multiplier,hour
494,Meerhoven,Meerhoven,914759824,A,553,high,1.8,9
239,Centrum,Meerhoven,1969225553,B,554,high,1.8,9
16,Centrum,Centrum,42623344,A,554,high,1.8,9
392,Blixembosch,Centrum,1886079830,A,555,normal,1.8,9
378,Blixembosch,Blixembosch,42783856,A,555,normal,1.8,9
123,Centrum,Centrum,268515848,A,555,normal,1.8,9
327,Blixembosch,Blixembosch,42781494,A,556,high,1.8,9
186,Centrum,Centrum,2765451709,A,557,high,1.8,9
284,Blixembosch,Blixembosch,42782053,A,558,high,1.8,9
173,Centrum,Centrum,9628866986,A,560,normal,1.8,9
190,Centrum,Centrum,268515848,A,561,high,1.8,9
83,Centrum,Centrum,7640250967,A,562,high,1.8,9
10,Centrum,Centrum,4686541171,A,566,high,1.8,9
198,Centrum,Blixembosch,42776636,A,567,high,1.8,9
349,Blixembosch,Blixembosch,42768375,A,568,high,1.8,9
241,Centrum,Blixembosch,42781494,A,569,high,1.8,9
434,External,Blixembosch,42781494,A,569,normal,1.8,9
249,External,Centrum,1523560706,B,571,normal,1.8,9
88,Centrum,Centrum,42627104,A,572,normal,1.8,9
24,Centrum,Centrum,268515848,B,575,normal,1.8,9
318,Blixembosch,Blixembosch,42767643,A,576,high,1.8,9
25,Centrum,Centrum,42619084,A,577,normal,1.8,9
30,Centrum,Centrum,4682125883,B,577,normal,1.8,9
335,Blixembosch,Blixembosch,42782053,A,578,high,1.8,9
383,Blixembosch,Blixembosch,11067720973,A,580,high,1.8,9
504,Meerhoven,Meerhoven,8691526653,A,580,high,1.8,9
543,External,Meerhoven,5628622604,A,580,normal,1.8,9
340,Blixembosch,Blixembosch,42764780,A,580,normal,1.8,9
390,Blixembosch,Blixembosch,4864108980,A,580,normal,1.8,9
170,Centrum,Centrum,312790046,A,581,high,1.8,9
120,Centrum,Centrum,42623344,A,582,high,1.8,9
387,Blixembosch,Blixembosch,2763956477,A,583,high,1.8,9
115,Centrum,Centrum,42610619,A,583,high,1.8,9
287,Blixembosch,Blixembosch,42776636,B,584,normal,1.8,9
311,Blixembosch,Blixembosch,4864108986,A,585,normal,1.8,9
417,Blixembosch,Meerhoven,6712429504,A,585,high,1.8,9
514,Meerhoven,Meerhoven,5210477076,B,586,high,1.8,9
268,External,Centrum,1886079698,B,588,normal,1.8,9
520,Meerhoven,Centrum,10170056416,A,589,high,1.8,9
546,External,Meerhoven,6712429507,A,590,high,1.8,9
286,Blixembosch,Blixembosch,42781494,A,590,normal,1.8,9
367,Blixembosch,Blixembosch,42774634,B,590,high,1.8,9
125,Centrum,Centrum,10170056416,A,591,high,1.8,9
55,Centrum,Centrum,10253033529,A,591,high,1.8,9
44,Centrum,Centrum,1931472138,A,592,high,1.8,9
128,Centrum,Centrum,1886079698,A,592,normal,1.8,9
210,Centrum,Meerhoven,5210395243,A,594,high,1.8,9
332,Blixembosch,Blixembosch,42768375,A,594,high,1.8,9
325,Blixembosch,Blixembosch,11067720968,A,594,high,1.8,9
416,Blixembosch,Meerhoven,42627929,B,595,normal,1.8,9
350,Blixembosch,Blixembosch,42783689,A,595,normal,1.8,9
531,Meerhoven,Blixembosch,42776636,A,596,normal,1.8,9
346,Blixembosch,Blixembosch,42777467,A,598,normal,1.8,9
432,External,Blixembosch,42780938,B,599,normal,1.8,9
518,Meerhoven,Blixembosch,42780938,A,599,high,1.8,9
164,Centrum,Centrum,7640250969,A,601,normal,1.2,10
337,Blixembosch,Blixembosch,42767643,A,601,normal,1.2,10
61,Centrum,Centrum,42607514,A,603,normal,1.2,10
66,Centrum,Centrum,9628866981,B,609,normal,1.2,10
493,Meerhoven,Meerhoven,42634555,A,611,normal,1.2,10
151,Centrum,Centrum,42623318,B,613,normal,1.2,10
441,Meerhoven,Meerhoven,403875981,A,615,normal,1.2,10
545,External,Meerhoven,919369126,A,616,normal,1.2,10
305,Blixembosch,Blixembosch,4864108975,A,616,normal,1.2,10
4,Centrum,Centrum,652808581,A,619,normal,1.2,10
145,Centrum,Centrum,12032936809,A,620,normal,1.2,10
17,Centrum,Centrum,42621811,A,622,normal,1.2,10
77,Centrum,Centrum,9112896285,A,623,normal,1.2,10
244,Centrum,Meerhoven,7416616696,A,625,normal,1.2,10
482,Meerhoven,Meerhoven,423933237,A,625,normal,1.2,10
401,Blixembosch,Meerhoven,1530910773,A,627,normal,1.2,10
40,Centrum,Centrum,9628818190,A,628,normal,1.2,10
343,Blixembosch,Blixembosch,11067720962,A,633,normal,1.2,10
27,Centrum,Centrum,42616158,A,637,normal,1.2,10
56,Centrum,Centrum,1886079830,A,639,normal,1.2,10
376,Blixembosch,Blixembosch,42783856,B,640,normal,1.2,10
447,Meerhoven,Meerhoven,9764536215,A,643,normal,1.2,10
483,Meerhoven,Meerhoven,5628622604,A,645,normal,1.2,10
80,Centrum,Centrum,42613511,A,646,normal,1.2,10
181,Centrum,Centrum,42627104,A,648,normal,1.2,10
303,Blixembosch,Blixembosch,4864108980,A,648,normal,1.2,10
203,Centrum,Meerhoven,2380150245,B,648,normal,1.2,10
178,Centrum,Centrum,7138885199,B,649,normal,1.2,10
445,Meerhoven,Meerhoven,409019379,A,650,normal,1.2,10
15,Centrum,Centrum,10300575484,A,652,normal,1.2,10
525,Meerhoven,Blixembosch,42783689,B,652,normal,1.2,10
530,Meerhoven,Centrum,9628818190,B,656,normal,1.2,10
319,Blixembosch,Blixembosch,42764780,A,658,normal,1.2,10
444,Meerhoven,Meerhoven,423933237,A,658,normal,1.2,10
70,Centrum,Centrum,1272796377,A,660,normal,1.2,11
269,External,Centrum,6386200855,B,661,normal,1.2,11
262,External,Centrum,1271056917,A,662,normal,1.2,11
111,Centrum,Centrum,12032936809,A,663,normal,1.2,11
476,Meerhoven,Meerhoven,409019326,A,665,normal,1.2,11
256,External,Centrum,1931472237,A,666,normal,1.2,11
294,Blixembosch,Blixembosch,42782053,A,668,normal,1.2,11
369,Blixembosch,Blixembosch,11067720973,B,669,normal,1.2,11
547,External,Meerhoven,2305493852,A,671,normal,1.2,11
278,Blixembosch,Blixembosch,42778952,A,671,normal,1.2,11
374,Blixembosch,Blixembosch,42777061,A,673,normal,1.2,11
513,Meerhoven,Meerhoven,410122639,A,674,normal,1.2,11
202,Centrum,Blixembosch,2749903065,A,675,normal,1.2,11
368,Blixembosch,Blixembosch,4864108975,A,676,normal,1.2,11
291,Blixembosch,Blixembosch,42775207,A,676,normal,1.2,11
233,Centrum,Meerhoven,42634555,A,678,normal,1.2,11
498,Meerhoven,Meerhoven,403876822,A,678,normal,1.2,11
204,Centrum,Blixembosch,33065756,A,679,normal,1.2,11
456,Meerhoven,Meerhoven,919369136,A,680,normal,1.2,11
292,Blixembosch,Blixembosch,42768375,B,680,normal,1.2,11
119,Centrum,Centrum,1931472084,B,681,normal,1.2,11
99,Centrum,Centrum,12032936841,A,684,normal,1.2,11
475,Meerhoven,Meerhoven,423933237,A,687,normal,1.2,11
408,Blixembosch,Meerhoven,409019399,B,687,normal,1.2,11
225,Centrum,Blixembosch,42773158,A,687,normal,1.2,11
197,Centrum,Meerhoven,5628622604,A,688,normal,1.2,11
248,External,Centrum,9767790344,A,689,normal,1.2,11
421,Blixembosch,Meerhoven,2380150245,A,689,normal,1.2,11
437,External,Blixembosch,33065756,A,689,normal,1.2,11
45,Centrum,Centrum,943637974,A,692,normal,1.2,11
63,Centrum,Centrum,10170056369,A,693,normal,1.2,11
106,Centrum,Centrum,42623105,B,695,normal,1.2,11
344,Blixembosch,Blixembosch,42776636,A,697,normal,1.2,11
42,Centrum,Centrum,9112896285,A,698,normal,1.2,11
192,Centrum,Centrum,42613914,A,701,normal,1.2,11
433,External,Blixembosch,10659597098,A,701,normal,1.2,11
306,Blixembosch,Blixembosch,42776636,A,701,normal,1.2,11
328,Blixembosch,Blixembosch,42776636,A,702,normal,1.2,11
298,Blixembosch,Blixembosch,11067720962,A,705,normal,1.2,11
85,Centrum,Centrum,42623105,B,707,normal,1.2,11
228,Centrum,Meerhoven,410122641,A,708,normal,1.2,11
412,Blixembosch,Meerhoven,5628624242,A,710,normal,1.2,11
160,Centrum,Centrum,6386200855,A,711,normal,1.2,11
142,Centrum,Centrum,9592810682,A,711,normal,1.2,11
394,Blixembosch,Meerhoven,42622009,A,711,normal,1.2,11
140,Centrum,Centrum,10170056344,A,712,normal,1.2,11
117,Centrum,Centrum,42615299,A,717,normal,1.2,11
523,Meerhoven,Centrum,9592810682,A,717,normal,1.2,11
424,External,Blixembosch,42782053,B,718,normal,1.2,11
252,External,Centrum,42616158,B,720,high,1.6,12
301,Blixembosch,Blixembosch,274551194,B,721,high,1.6,12
94,Centrum,Centrum,1886079698,A,721,high,1.6,12
460,Meerhoven,Meerhoven,11441005020,B,722,normal,1.6,12
359,Blixembosch,Blixembosch,42778952,A,723,high,1.6,12
37,Centrum,Centrum,10253033528,A,723,normal,1.6,12
264,External,Centrum,7347144614,A,723,normal,1.6,12
324,Blixembosch,Blixembosch,4864108986,A,725,normal,1.6,12
245,Centrum,Blixembosch,42778952,A,725,normal,1.6,12
400,Blixembosch,Meerhoven,4093647308,B,725,high,1.6,12
20,Centrum,Centrum,12032936837,A,726,normal,1.6,12
206,Centrum,Meerhoven,1332035621,A,726,high,1.6,12
195,Centrum,Meerhoven,5210477070,A,728,normal,1.6,12
300,Blixembosch,Blixembosch,274551194,B,728,normal,1.6,12
51,Centrum,Centrum,9581456475,B,729,normal,1.6,12
87,Centrum,Centrum,11809651397,A,731,normal,1.6,12
84,Centrum,Centrum,312790029,A,731,normal,1.6,12
544,External,Meerhoven,423933239,A,732,high,1.6,12
436,External,Blixembosch,42775205,A,733,normal,1.6,12
26,Centrum,Centrum,42616158,A,734,high,1.6,12
59,Centrum,Centrum,9581456475,A,735,normal,1.6,12
487,Meerhoven,Meerhoven,9696073564,A,735,normal,1.6,12
50,Centrum,Centrum,1271056918,A,736,high,1.6,12
439,External,Blixembosch,11067720968,B,737,high,1.6,12
384,Blixembosch,Blixembosch,42776429,A,739,normal,1.6,12
22,Centrum,Centrum,9581456475,A,739,normal,1.6,12
355,Blixembosch,Blixembosch,42778952,A,739,high,1.6,12
537,Meerhoven,Blixembosch,42776636,A,741,high,1.6,12
176,Centrum,Centrum,10253033529,A,742,normal,1.6,12
213,Centrum,Meerhoven,1969225600,B,742,high,1.6,12
457,Meerhoven,Meerhoven,5196109143,A,744,high,1.6,12
193,Centrum,Meerhoven,42627929,A,746,normal,1.6,12
211,Centrum,Blixembosch,42776636,A,747,high,1.6,12
3,Centrum,Centrum,12032936787,A,749,normal,1.6,12
468,Meerhoven,Meerhoven,5628622604,A,749,high,1.6,12
450,Meerhoven,Meerhoven,919369129,A,752,high,1.6,12
302,Blixembosch,Blixembosch,42778952,A,753,high,1.6,12
419,Blixembosch,Meerhoven,919369129,A,753,high,1.6,12
396,Blixembosch,Centrum,9112896285,A,755,normal,1.6,12
168,Centrum,Centrum,42610489,B,755,high,1.6,12
484,Meerhoven,Meerhoven,42629326,A,757,high,1.6,12
86,Centrum,Centrum,11809651397,B,757,normal,1.6,12
105,Centrum,Centrum,262454085,A,758,normal,1.6,12
36,Centrum,Centrum,2612950239,A,759,normal,1.6,12
539,Meerhoven,Centrum,312790046,A,760,normal,1.6,12
517,Meerhoven,Meerhoven,5210395243,A,760,high,1.6,12
336,Blixembosch,Blixembosch,42782756,A,763,normal,1.6,12
307,Blixembosch,Blixembosch,10659597098,B,763,normal,1.6,12
446,Meerhoven,Meerhoven,1285179927,A,764,normal,1.6,12
473,Meerhoven,Meerhoven,6105821143,A,764,high,1.6,12
159,Centrum,Centrum,1886079698,A,764,high,1.6,12
280,Blixembosch,Blixembosch,42777467,A,767,high,1.6,12
259,External,Centrum,1886079821,B,768,normal,1.6,12
329,Blixembosch,Blixembosch,42780938,A,768,high,1.6,12
535,Meerhoven,Centrum,4686541171,A,769,normal,1.6,12
297,Blixembosch,Blixembosch,42780938,A,769,high,1.6,12
129,Centrum,Centrum,42619084,A,770,normal,1.6,12
308,Blixembosch,Blixembosch,42774634,A,773,normal,1.6,12
126,Centrum,Centrum,3570174260,B,773,high,1.6,12
200,Centrum,Blixembosch,42778952,A,774,high,1.6,12
391,Blixembosch,Meerhoven,5210395243,A,775,high,1.6,12
102,Centrum,Centrum,7217152794,B,777,normal,1.6,12
152,Centrum,Centrum,12032936797,A,777,normal,1.6,12
341,Blixembosch,Blixembosch,4864108973,A,778,high,1.6,12
6,Centrum,Centrum,11809651400,A,778,normal,1.6,12
75,Centrum,Centrum,9112896285,A,779,normal,1.6,12
257,External,Centrum,12068772532,B,779,high,1.6,12
288,Blixembosch,Blixembosch,42783689,A,780,normal,1.0,13
314,Blixembosch,Blixembosch,4864108973,A,783,normal,1.0,13
388,Blixembosch,Blixembosch,4864108986,A,786,normal,1.0,13
455,Meerhoven,Meerhoven,8691526653,A,786,normal,1.0,13
212,Centrum,Meerhoven,9696073556,A,786,normal,1.0,13
375,Blixembosch,Blixembosch,42781494,A,792,normal,1.0,13
76,Centrum,Centrum,42609987,A,794,normal,1.0,13
28,Centrum,Centrum,268515848,A,795,normal,1.0,13
458,Meerhoven,Meerhoven,1969225600,B,800,normal,1.0,13
98,Centrum,Centrum,42615018,A,811,normal,1.0,13
462,Meerhoven,Meerhoven,6105821143,A,812,normal,1.0,13
542,External,Meerhoven,42627929,A,813,normal,1.0,13
385,Blixembosch,Blixembosch,4864108973,A,814,normal,1.0,13
438,External,Blixembosch,274551194,A,815,normal,1.0,13
208,Centrum,Meerhoven,409019326,A,817,normal,1.0,13
506,Meerhoven,Meerhoven,11441005020,B,818,normal,1.0,13
296,Blixembosch,Blixembosch,4864108985,A,819,normal,1.0,13
235,Centrum,Meerhoven,8691493586,A,826,normal,1.0,13
313,Blixembosch,Blixembosch,42773566,A,828,normal,1.0,13
451,Meerhoven,Meerhoven,6001202638,B,829,normal,1.0,13
472,Meerhoven,Meerhoven,42636149,B,831,normal,1.0,13
138,Centrum,Centrum,42606331,B,833,normal,1.0,13
429,External,Blixembosch,11067720968,A,838,normal,1.0,13
326,Blixembosch,Blixembosch,42780572,A,839,normal,1.0,13
499,Meerhoven,Meerhoven,5210395240,A,840,normal,1.0,14
49,Centrum,Centrum,42606286,A,842,normal,1.0,14
524,Meerhoven,Blixembosch,42777467,A,844,normal,1.0,14
110,Centrum,Centrum,262454086,A,845,normal,1.0,14
315,Blixembosch,Blixembosch,42776110,A,846,normal,1.0,14
149,Centrum,Centrum,11809651400,A,848,normal,1.0,14
377,Blixembosch,Blixembosch,42775205,A,853,normal,1.0,14
461,Meerhoven,Meerhoven,423933245,A,854,normal,1.0,14
167,Centrum,Centrum,42627104,A,855,normal,1.0,14
39,Centrum,Centrum,42610619,A,861,normal,1.0,14
351,Blixembosch,Blixembosch,42775205,A,861,normal,1.0,14
497,Meerhoven,Meerhoven,11771665786,A,862,normal,1.0,14
413,Blixembosch,Meerhoven,4093647311,A,865,normal,1.0,14
380,Blixembosch,Blixembosch,11067720962,A,867,normal,1.0,14
508,Meerhoven,Meerhoven,11425682980,A,869,normal,1.0,14
255,External,Centrum,652808575,A,871,normal,1.0,14
157,Centrum,Centrum,9628866986,A,872,normal,1.0,14
290,Blixembosch,Blixembosch,2763956477,B,872,normal,1.0,14
214,Centrum,Blixembosch,42767643,A,872,normal,1.0,14
114,Centrum,Centrum,12871697062,A,876,normal,1.0,14
188,Centrum,Centrum,12032936837,A,880,normal,1.0,14
184,Centrum,Centrum,7347144616,A,884,normal,1.0,14
522,Meerhoven,Centrum,12032936833,A,885,normal,1.0,14
358,Blixembosch,Blixembosch,11067720962,A,886,normal,1.0,14
246,Centrum,Meerhoven,2380149703,A,887,normal,1.0,14
48,Centrum,Centrum,42623318,A,888,normal,1.0,14
534,Meerhoven,Blixembosch,42782911,A,888,normal,1.0,14
185,Centrum,Centrum,42623318,A,891,normal,1.0,14
397,Blixembosch,Meerhoven,933579742,A,893,normal,1.0,14
452,Meerhoven,Meerhoven,11441005021,A,901,normal,1.0,15
79,Centrum,Centrum,42606331,A,903,normal,1.0,15
373,Blixembosch,Blixembosch,11067720962,B,904,normal,1.0,15
148,Centrum,Centrum,11809624400,A,911,normal,1.0,15
422,Blixembosch,Centrum,7640250969,A,913,normal,1.0,15
7,Centrum,Centrum,652808575,A,913,normal,1.0,15
34,Centrum,Centrum,11425558396,B,914,normal,1.0,15
250,External,Centrum,42627410,A,917,normal,1.0,15
357,Blixembosch,Blixembosch,42783856,A,918,normal,1.0,15
423,Blixembosch,Meerhoven,5628624242,A,918,normal,1.0,15
502,Meerhoven,Meerhoven,4338380734,A,921,normal,1.0,15
282,Blixembosch,Blixembosch,42781494,A,926,normal,1.0,15
133,Centrum,Centrum,12819781825,B,928,normal,1.0,15
272,External,Centrum,42606331,B,928,normal,1.0,15
342,Blixembosch,Blixembosch,42775639,A,931,normal,1.0,15
132,Centrum,Centrum,12871697065,B,931,normal,1.0,15
405,Blixembosch,Meerhoven,2305493848,A,936,normal,1.0,15
162,Centrum,Centrum,42615299,A,940,normal,1.0,15
219,Centrum,Blixembosch,2763956477,B,941,normal,1.0,15
548,External,Meerhoven,919369154,A,943,normal,1.0,15
406,Blixembosch,Centrum,3270186169,B,944,normal,1.0,15
529,Meerhoven,Blixembosch,42767643,A,948,normal,1.0,15
365,Blixembosch,Blixembosch,42783689,A,949,normal,1.0,15
354,Blixembosch,Blixembosch,42772959,A,950,normal,1.0,15
65,Centrum,Centrum,42609987,B,950,normal,1.0,15
515,Meerhoven,Meerhoven,5210395243,A,955,normal,1.0,15
154,Centrum,Centrum,12032936809,A,955,normal,1.0,15
279,Blixembosch,Blixembosch,42773566,A,955,normal,1.0,15
131,Centrum,Centrum,12871697066,A,957,normal,1.0,15
425,External,Blixembosch,274711965,B,958,normal,1.0,15
166,Centrum,Centrum,652808575,B,964,normal,1.0,16
174,Centrum,Centrum,943637974,A,966,normal,1.0,16
267,External,Centrum,12819928667,A,967,normal,1.0,16
150,Centrum,Centrum,7217143334,A,968,normal,1.0,16
35,Centrum,Centrum,42623318,A,970,normal,1.0,16
183,Centrum,Centrum,10129728445,A,972,normal,1.0,16
121,Centrum,Centrum,12032936837,B,976,normal,1.0,16
274,External,Centrum,11425558395,A,977,normal,1.0,16
309,Blixembosch,Blixembosch,42777061,A,980,normal,1.0,16
510,Meerhoven,Meerhoven,5210313619,A,981,normal,1.0,16
236,Centrum,Blixembosch,11067720968,A,984,normal,1.0,16
107,Centrum,Centrum,12871697066,A,986,normal,1.0,16
69,Centrum,Centrum,42608208,A,989,normal,1.0,16
67,Centrum,Centrum,11425558396,A,992,normal,1.0,16
229,Centrum,Meerhoven,6001202641,A,994,normal,1.0,16
104,Centrum,Centrum,42620679,B,995,normal,1.0,16
389,Blixembosch,Blixembosch,2763956477,A,995,normal,1.0,16
217,Centrum,Blixembosch,42783856,A,997,normal,1.0,16
253,External,Centrum,42616158,A,997,normal,1.0,16
57,Centrum,Centrum,1271056918,A,1004,normal,1.0,16
247,Centrum,Blixembosch,42775205,A,1007,normal,1.0,16
165,Centrum,Centrum,4686541171,A,1011,normal,1.0,16
224,Centrum,Meerhoven,914759824,B,1014,normal,1.0,16
449,Meerhoven,Meerhoven,8691526653,A,1015,normal,1.0,16
130,Centrum,Centrum,42606659,B,1018,normal,1.0,16
285,Blixembosch,Blixembosch,42777061,A,1021,normal,1.5,17
379,Blixembosch,Blixembosch,42780938,A,1023,high,1.5,17
414,Blixembosch,Centrum,5912896156,A,1025,high,1.5,17
196,Centrum,Meerhoven,9696073564,A,1026,high,1.5,17
277,Blixembosch,Blixembosch,42774634,B,1026,high,1.5,17
478,Meerhoven,Meerhoven,403876822,A,1027,normal,1.5,17
538,Meerhoven,Blixembosch,42767643,B,1029,high,1.5,17
440,External,Blixembosch,42774634,A,1030,normal,1.5,17
320,Blixembosch,Blixembosch,4864108980,A,1031,normal,1.5,17
146,Centrum,Centrum,5864286809,A,1031,high,1.5,17
481,Meerhoven,Meerhoven,6001202642,A,1032,high,1.5,17
231,Centrum,Blixembosch,42776636,A,1033,high,1.5,17
124,Centrum,Centrum,10252954533,A,1034,normal,1.5,17
254,External,Centrum,10170056416,B,1034,high,1.5,17
356,Blixembosch,Blixembosch,42773566,A,1036,high,1.5,17
171,Centrum,Centrum,1523560706,A,1039,high,1.5,17
533,Meerhoven,Blixembosch,42776110,A,1040,normal,1.5,17
172,Centrum,Centrum,12032936809,A,1043,high,1.5,17
103,Centrum,Centrum,42615957,A,1044,high,1.5,17
46,Centrum,Centrum,1271056917,A,1045,high,1.5,17
360,Blixembosch,Blixembosch,42774634,B,1047,high,1.5,17
411,Blixembosch,Meerhoven,42627929,B,1048,high,1.5,17
182,Centrum,Centrum,12068772532,A,1049,high,1.5,17
242,Centrum,Meerhoven,1530910773,A,1049,normal,1.5,17
